,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
52,5047359258233037,1073154460,24年06月21日 10:22,你也是很搞笑，就不能是马上决赛了而不允许分散考试精力？考完以后也可能就会做澄清。。,来自广东,5047647976819924,0,6,你也是很搞笑，就不能是马上决赛了而不允许分散考试精力？考完以后也可能就会做澄清。。,5037397324,解忧律铺,https://weibo.com/u/5037397324,民事为生计，刑事为理想,广东 广州,m,55,291,47,20,2,333,355,
53,5047359258233037,1073154460,24年06月21日 10:21,人家都不用上课，天天配合这个，那个，去采访，闲蛋疼,来自江苏,5047647793316213,0,5,人家都不用上课，天天配合这个，那个，去采访，闲蛋疼,3855448345,I与螂共舞I,https://weibo.com/u/3855448345,奢求好好的睡一个大觉，总是挤不出那个时间！,其他,m,275,148,570,345,88,"1,275","1,708",
54,5047359258233037,1073154460,24年06月21日 09:44,我要是姜萍同学，我会保护好她的隐私，省的一些营销号炉内自嗨,来自北京,5047638481440455,0,0,我要是姜萍同学，我会保护好她的隐私，省的一些营销号炉内自嗨,7394046160,虞书欣-永夜星河,https://weibo.com/u/7394046160,虞书欣、安安,其他,f,144,499,712,728,15,"1,731","2,474",
55,5047359258233037,1073154460,24年06月21日 07:58,"女人。。。怎么可能。。。会数学。。。<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" /><img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" /><img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自江西,5047611856522463,0,0,女人。。。怎么可能。。。会数学。。。[二哈][二哈][二哈],7718825500,呀哈哈喜爱_kazu,https://weibo.com/u/7718825500,期待kazu社长的以后💛,其他,m,0,51,198,13,2,74,89,
56,5047359258233037,1073154460,24年06月21日 00:18,谁主张谁举证,来自四川,5047496117846616,0,3,谁主张谁举证,7847168780,小张在努力搬砖-ing,https://weibo.com/u/7847168780,,其他,f,3,163,376,109,1,463,573,
57,5047359258233037,1073154460,24年06月20日 20:06,想多了，因为在准备决赛。22号之后如果还没采访，那事情可能就有问题了。,来自浙江,5047432683982307,0,4,想多了，因为在准备决赛。22号之后如果还没采访，那事情可能就有问题了。,7140181214,互传陈峰,https://weibo.com/u/7140181214,,其他,f,21,476,101,64,5,94,163,
58,5047359258233037,1073154460,24年06月22日 06:54,你认为的热度，你认为的流量，对于有些人，不值一提。譬如，我不需要看流量,来自湖北,5047958216640318,0,3,你认为的热度，你认为的流量，对于有些人，不值一提。譬如，我不需要看流量,5118914233,下方可看野生案例,https://weibo.com/u/5118914233,简单，有温度，有思想，有执行力,广东 深圳,f,185,254,153,33,25,163,221,
59,5047359258233037,1073154460,24年06月22日 06:12,原来这世界上小心这么多还很明显，这不马上就决赛，不要慌等等看呀，那么着急想发动舆论。,来自四川,5047947459560175,0,2,原来这世界上小心这么多还很明显，这不马上就决赛，不要慌等等看呀，那么着急想发动舆论。,1745493640,言言之卿,https://weibo.com/u/1745493640,,四川,f,27,60,307,36,2,31,69,
60,5047359258233037,1073154460,24年06月21日 14:14,"出来干啥<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />以前杨超越出来的时候也没有什么同学什么的出来采访，也是采访了村里的人亲戚。不好意思，主要是杨超越也是苏北的，突然想到一起。",来自浙江,5047706582254237,0,4,出来干啥[允悲]以前杨超越出来的时候也没有什么同学什么的出来采访，也是采访了村里的人亲戚。不好意思，主要是杨超越也是苏北的，突然想到一起。,6260991377,圆滚滚的东坡肉,https://weibo.com/u/6260991377,,其他,f,29,348,538,53,5,"1,319","1,377",
61,5047359258233037,1073154460,24年06月21日 09:55,"合理的质疑是被允许的<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自重庆,5047641346409320,0,2,合理的质疑是被允许的[good],1851393424,九井寺,https://weibo.com/u/1851393424,九井寺,西藏 林芝,m,1061,2443,2641,"3,126",160,"1,409","4,695",
62,5047359258233037,1073154460,24年06月20日 19:21,怀疑这怀疑那有啥作用？把自己的事做好不是更好吗？,来自四川,5047421270232810,0,4,怀疑这怀疑那有啥作用？把自己的事做好不是更好吗？,1672939622,刘国华1978,https://weibo.com/u/1672939622,,其他,m,40,52,6,6,0,52,58,
63,5047359258233037,1073154460,24年06月22日 13:11,我觉得半信半疑的态度最客观，因为据说钱学森读书时物理也不及格。。。,来自江西,5048053055098599,0,2,我觉得半信半疑的态度最客观，因为据说钱学森读书时物理也不及格。。。,1284224481,哈士奇哈士奇上天,https://weibo.com/u/1284224481,剧抛式追星。,江西,f,488,171,732,8,18,5,31,
64,5047359258233037,1073154460,24年06月22日 12:53,管你什么事，博眼球,来自江苏,5048048484879744,0,2,管你什么事，博眼球,6015621290,发菜发财,https://weibo.com/u/6015621290,,江苏 泰州,f,0,7,6,0,0,0,0,
65,5047359258233037,1073154460,24年06月22日 10:44,"你去参加吧，感觉你比她厉害<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自浙江,5048015972732836,0,3,你去参加吧，感觉你比她厉害[微笑],3737735965,WO卟南忘,https://weibo.com/u/3737735965,值得,浙江 杭州,f,309,328,3945,"2,367","1,288","39,189","42,844",
66,5047359258233037,1073154460,24年06月22日 09:07,"有采访的啊，你是一点也不看<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自江苏,5047991587831926,0,3,有采访的啊，你是一点也不看[doge],5460227065,做你可爱的甜妻,https://weibo.com/u/5460227065,,江苏 盐城,f,257,1356,21,15,2,21,38,
67,5047359258233037,1073154460,24年06月22日 08:36,看了大部分人质疑的原因，并不算充分。不管怎样，我是女生，我愿意相信她。,来自宁夏,5047983768602837,0,2,看了大部分人质疑的原因，并不算充分。不管怎样，我是女生，我愿意相信她。,1975981951,小宝宝核桃脸,https://weibo.com/u/1975981951,,其他,f,288,79,155,191,0,39,230,
68,5047359258233037,1073154460,24年06月22日 08:01,你看看你说的话是不是造谣 显然是校方下达了封口令，不准学校的学生和老师在社交平台上说话，不然给露馅了？,来自四川,5047975120733114,0,2,你看看你说的话是不是造谣 显然是校方下达了封口令，不准学校的学生和老师在社交平台上说话，不然给露馅了？,6409826013,是陈大人吖,https://weibo.com/u/6409826013,,四川 成都,f,44,496,192,87,2,319,408,
69,5047359258233037,1073154460,24年06月22日 07:38,这有啥好质疑的？她又不是不考试了 又不是要开始带货了 好像无关紧要吧,来自四川,5047969101383793,0,3,这有啥好质疑的？她又不是不考试了 又不是要开始带货了 好像无关紧要吧,5296499782,这次一定要瘦啊,https://weibo.com/u/5296499782,,四川 遂宁,f,83,279,618,"12,768",25,"3,268","16,061",
70,5047359258233037,1073154460,24年06月22日 04:36,"高数线代他们本来就是不同科吧<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自河北,5047923450577033,0,4,高数线代他们本来就是不同科吧[允悲][允悲],3064728933,诸葛钢铁977,https://weibo.com/u/3064728933,听说精神病院可好啦～,河北 秦皇岛,f,370,267,601,816,6,"1,007","1,829",
71,5047359258233037,1073154460,24年06月22日 02:59,同学蹭不蹭热度我不知道，你倒是来蹭热度了，干嘛总是去嘲讽别人，安安静静的不行吗？决赛完了不就知道了，鼓励别人一下怎么了,来自湖南,5047898880869502,0,1,同学蹭不蹭热度我不知道，你倒是来蹭热度了，干嘛总是去嘲讽别人，安安静静的不行吗？决赛完了不就知道了，鼓励别人一下怎么了,7716327049,周而复始满天星辰,https://weibo.com/u/7716327049,,其他,m,0,7,2,0,0,0,0,
72,5047359258233037,1073154460,24年06月21日 21:41,对于阿猫阿狗来说确实诡异，整天拿着放大镜找人毛病,来自江苏,5047819096037488,0,3,对于阿猫阿狗来说确实诡异，整天拿着放大镜找人毛病,1444842101,懂懂对的对的,https://weibo.com/u/1444842101,你惊艳到我了,上海 闵行区,m,149,1202,173,23,4,174,201,
73,5047359258233037,1073154460,24年06月21日 13:36,高数，线代和概率论是三门课,来自山东,5047696941124006,0,7,高数，线代和概率论是三门课,6481280416,Jejsvidkennd,https://weibo.com/u/6481280416,,其他,f,28,524,2243,260,129,278,667,
74,5047359258233037,1073154460,24年06月21日 09:36,高等数学，线性代数，概率论是三门不同的学科，互相独立的,来自北京,5047636539475367,0,4,高等数学，线性代数，概率论是三门不同的学科，互相独立的,3556294051,老陈醋酸钠,https://weibo.com/u/3556294051,The world only makes sense if you force it to,北京 昌平区,m,115,349,569,49,50,268,367,
75,5047359258233037,1073154460,24年06月21日 06:48,这个有点意思，好像物理系学生说起学过的课程也是：四大力学、量子、热统、固体之类，很少带上物理二字。不过姜萍不是科班出身，这个倒不能苛求。这种“非人话”是在那种环境中浸泡出来的，小姜没有这种语言环境。,来自美国,5047594151051419,0,2,这个有点意思，好像物理系学生说起学过的课程也是：四大力学、量子、热统、固体之类，很少带上物理二字。不过姜萍不是科班出身，这个倒不能苛求。这种“非人话”是在那种环境中浸泡出来的，小姜没有这种语言环境。,1221907694,ahdu,https://weibo.com/u/1221907694,LL.M. Candidate,云南,m,637,1014,2690,"1,420",852,305,"2,577",
76,5047359258233037,1073154460,24年06月21日 06:25,没有手机吗？必须用小辞典，脑壳正常不,来自四川,5047588495819528,0,1,没有手机吗？必须用小辞典，脑壳正常不,7337815594,王曼曼的铁粉,https://weibo.com/u/7337815594,,其他,f,9,54,1267,149,11,"2,189","2,349",
77,5047359258233037,1073154460,24年06月20日 23:40,我很怀疑你有没有上过大学。哪怕是数学专业，也总还是知道同济高等数学是微积分吧。,来自广东,5047486610411635,0,3,我很怀疑你有没有上过大学。哪怕是数学专业，也总还是知道同济高等数学是微积分吧。,3617628230,砖头GUAN,https://weibo.com/u/3617628230,,广东 广州,m,6,207,437,4,2,18,24,
78,5047359258233037,1073154460,24年06月20日 23:15,你刷不到就没有是吧？,来自广东,5047480351195989,0,1,你刷不到就没有是吧？,6416107371,甜菜小法师s,https://weibo.com/u/6416107371,就是这样^_^,其他,m,26,81,7,13,1,17,31,
79,5047359258233037,1073154460,24年06月20日 20:30,另外她画画水平真的没看出来功底,来自陕西,5047438715393226,0,2,另外她画画水平真的没看出来功底,5542218613,没有蜡笔的small,https://weibo.com/u/5542218613,帅出天际,其他,m,21,230,200,1,1,69,71,
80,5047359258233037,1073154460,24年09月04日 13:35,考古,来自湖南,5074875641499031,0,0,考古,7262427494,这个名字不犯法,https://weibo.com/u/7262427494,WHU数院跑路人,湖南 长沙,m,13,87,76,13,0,42,55,
81,5047359258233037,1073154460,24年06月24日 23:51,"<a href=/n/胡汉苏_ usercard=""name=@胡汉苏_"">@胡汉苏_</a> 我也觉得拿数学、几何、服装设计画图扯爱好实在是太拿不出手了<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />本科申请文书都不敢这么写<img alt=""[跪了]"" title=""[跪了]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/2018new_gui_org.png"" />",来自四川,5048938741369001,0,0,@胡汉苏_ 我也觉得拿数学、几何、服装设计画图扯爱好实在是太拿不出手了[doge]本科申请文书都不敢这么写[跪了],2706697924,小陈小蛋蛋,https://weibo.com/u/2706697924,,四川 成都,f,573,537,129,88,4,179,271,
82,5047359258233037,1073154460,24年06月23日 00:07,我是高斯，我重生了。,来自湖北,5048217985095712,0,0,我是高斯，我重生了。,7757674016,瞳瞳家的小鸭鸭,https://weibo.com/u/7757674016,,其他,f,7,252,280,82,4,248,334,
83,5047359258233037,1073154460,24年06月22日 16:47,啊？我今天上午才看到一篇采访，不光同学，连初中老师，常吃的麻辣烫店老板都采访了，你没看到而已，自己找去吧。,来自河北,5048107479338116,0,0,啊？我今天上午才看到一篇采访，不光同学，连初中老师，常吃的麻辣烫店老板都采访了，你没看到而已，自己找去吧。,2609064855,臻心鲜,https://weibo.com/u/2609064855,Nothing,河北 石家庄,f,168,422,5459,"1,949",802,"3,842","6,593",
84,5047359258233037,1073154460,24年06月22日 15:13,"承认女孩子优秀很难吗<img alt=""[黑线]"" title=""[黑线]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a3/2018new_heixian_org.png"" />",来自四川,5048083739837166,0,0,承认女孩子优秀很难吗[黑线],7755790817,K浪漫循环,https://weibo.com/u/7755790817,❥ 𝑾𝒊𝒕𝒉 𝒚𝒐𝒖「你在身边 在你身边」@鞠婧祎,四川,f,80,186,2011,"5,408",28,"1,062","6,498",
85,5047359258233037,1073154460,24年06月22日 14:38,s......b......人家还要准备决赛 别说这些神神叨叨的，别蹭,来自福建,5048074890381890,0,0,s......b......人家还要准备决赛 别说这些神神叨叨的，别蹭,7055175876,金拱门电源,https://weibo.com/u/7055175876,镇魂◎追水母专用ID 食草系,其他,f,112,2659,3167,596,330,"1,167","2,093",
86,5047359258233037,1073154460,24年06月22日 13:10,单纯说查词典这个事，虽然现在网络很发达，但我自己还是更偏向使用纸质词典，就是莫名觉得用纸质比较舒服,来自黑龙江,5048052794002422,0,1,单纯说查词典这个事，虽然现在网络很发达，但我自己还是更偏向使用纸质词典，就是莫名觉得用纸质比较舒服,7333270365,爱上巨蟹座狐狸精是我的宿命,https://weibo.com/u/7333270365,镇魂/碎碎念博/女同/不爱吵架/厌人,其他,f,25,741,2999,"1,495",100,"1,990","3,585",
87,5047359258233037,1073154460,24年06月22日 13:02,你的心理阴影面积挺立体嘛，求导和微积分能互正出来,来自辽宁,5048050772608299,0,0,你的心理阴影面积挺立体嘛，求导和微积分能互正出来,3273372037,如风南哥,https://weibo.com/u/3273372037,,辽宁 本溪,m,83,429,1137,14,8,31,53,
88,5047359258233037,1073154460,24年06月22日 12:55,"表演<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自贵州,5048048927640574,0,1,表演[允悲][允悲],7789829907,社恐郑不是Demon,https://weibo.com/u/7789829907,内娱只磕真ql（最难带的一届cp粉🤣,贵州,f,1,222,63,124,3,572,699,
89,5047359258233037,1073154460,24年06月22日 12:24,"说白了不是一个世界的人 根本没必要采访<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自福建,5048041245512067,0,0,说白了不是一个世界的人 根本没必要采访[允悲],7657539409,难爱唯rn,https://weibo.com/u/7657539409,,湖南,m,0,84,4,5,0,35,40,
90,5047359258233037,1073154460,24年06月22日 12:16,人血馒头好吃吗,来自广东,5048039100386889,0,0,人血馒头好吃吗,5390537110,mojitomato,https://weibo.com/u/5390537110,无比执着，但不固执,广东,f,114,334,620,21,5,61,87,
91,5047359258233037,1073154460,24年06月22日 12:15,哎呀就是动了某些人的特定规则。,来自四川,5048038898537259,0,0,哎呀就是动了某些人的特定规则。,1395782494,被人提着的木偶,https://weibo.com/u/1395782494,"沧浪之水清兮,可以濯吾缨; 沧浪之水浊兮,可以濯吾足。",四川 成都,m,281,222,590,88,64,60,212,
92,5047359258233037,1073154460,24年06月22日 12:13,嫉妒死你,来自陕西,5048038512918686,0,0,嫉妒死你,5195921946,相生YUZI,https://weibo.com/u/5195921946,不能好了伤口就忘了疼，你得记得，不要忘不要忘绝不能忘！,其他,f,152,607,956,334,55,"1,168","1,557",
93,5047359258233037,1073154460,24年06月22日 12:12,她的同班同学什么档次？认识几个数学字符？能评价她的数学水平？,来自上海,5048038190221166,0,0,她的同班同学什么档次？认识几个数学字符？能评价她的数学水平？,7377287968,迷梦初醒V8,https://weibo.com/u/7377287968,,其他,m,269,4592,325,,,,,
94,5047359258233037,1073154460,24年06月22日 12:00,: 采访她同学？她同学连题目都看不懂,来自河南,5048035048689772,0,0,: 采访她同学？她同学连题目都看不懂,6208606269,泵喷推进器,https://weibo.com/u/6208606269,,其他,m,200,587,1557,26,19,66,111,
95,5047359258233037,1073154460,24年06月22日 11:50,没有记者采访同学或学校，她的学校成绩咋会在网上公布的？,来自上海,5048032683099421,0,0,没有记者采访同学或学校，她的学校成绩咋会在网上公布的？,1443391391,慢节奏的舒适,https://weibo.com/u/1443391391,相互尊重，相互关注,上海,m,536,1675,3415,"1,008",174,"1,559","2,741",
96,5047359258233037,1073154460,24年06月22日 11:20,我们需要从她同学那里了解她的数学水平？？？你在说什么笑话,来自四川,5048025062049063,0,0,我们需要从她同学那里了解她的数学水平？？？你在说什么笑话,1038064057,33可乐鸡翅,https://weibo.com/u/1038064057,,其他,f,36,26,53,22,0,16,38,
97,5047359258233037,1073154460,24年06月22日 11:02,傲慢与偏见！,来自北京,5048020502315938,0,0,傲慢与偏见！,6035781985,正经笑奈何,https://weibo.com/u/6035781985,为了梦想,宁夏,m,46,145,7,3,0,0,3,
98,5047359258233037,1073154460,24年06月22日 10:57,闭嘴吧，你以所有人和你一样38,来自浙江,5048019231704400,0,3,闭嘴吧，你以所有人和你一样38,7900996398,红烧鸡翅我爱吃_,https://weibo.com/u/7900996398,,其他,m,0,40,5,0,0,0,0,
99,5047359258233037,1073154460,24年06月22日 10:54,人家考高分是碍着你家祖坟了吗？自己做不到就无脑质疑，有那个精力多学学数学。,来自甘肃,5048018422202700,0,0,人家考高分是碍着你家祖坟了吗？自己做不到就无脑质疑，有那个精力多学学数学。,6262329866,近视眼的世界一片清明,https://weibo.com/u/6262329866,,甘肃,m,50,1305,862,29,1,79,109,
100,5047359258233037,1073154460,24年06月22日 10:44,"有没有可能，人家真的有特权<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自浙江,5048016128443164,0,0,有没有可能，人家真的有特权[doge],3241982802,花內褲上有個洞洞,https://weibo.com/u/3241982802,,浙江 嘉兴,m,1431,795,8228,"11,938","7,132","2,021","21,091",
101,5047359258233037,1073154460,24年06月22日 10:42,可笑，可笑，说香和臭的都是同一批人,来自广东,5048015615954650,0,0,可笑，可笑，说香和臭的都是同一批人,2657696203,一抹阳光-哦哦,https://weibo.com/u/2657696203,可可爱爱，哈哈哈大笑，青春无敌，就是我,广东 广州,f,48,143,96,10,20,8,38,
102,5047359258233037,1073154460,24年06月22日 10:40,看你说的，老师自己参加过几届，而且也知道她的能力，那老师给她科普这个竞赛的可能性蛮大的,来自浙江,5048014917863516,0,0,看你说的，老师自己参加过几届，而且也知道她的能力，那老师给她科普这个竞赛的可能性蛮大的,1692744962,-Camille-,https://weibo.com/u/1692744962,简介不能太矫情,浙江 杭州,f,103,59,2665,30,33,37,100,
103,5047359258233037,1073154460,24年06月22日 10:39,"神金<img alt=""[爱你]"" title=""[爱你]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/f6/2018new_aini_org.png"" />",来自山东,5048014806977520,0,0,神金[爱你],6973349060,有个水杯_-,https://weibo.com/u/6973349060,,山东 青岛,f,10,48,136,52,0,30,82,
104,5047359258233037,1073154460,24年06月22日 10:39,学校就不能保护姜萍吗？阴谋论好夸张啊,来自山东,5048014685343357,0,0,学校就不能保护姜萍吗？阴谋论好夸张啊,2581694771,思密哒哒哒爱生活,https://weibo.com/u/2581694771,想抽奖品了 欧气欧气,山东 威海,f,67,864,1832,98,24,209,331,
105,5047359258233037,1073154460,24年06月22日 10:37,姜萍是不是真的不知道，但是你是真的没上过大学,来自上海,5048014334856077,0,0,姜萍是不是真的不知道，但是你是真的没上过大学,5450450690,红酒灰机,https://weibo.com/u/5450450690,,上海 黄浦区,m,78,465,181,87,1,53,141,
106,5047359258233037,1073154460,24年06月22日 10:36,我也很好奇，谁有答案，还愿意给这个妹子呢？,来自江苏,5048014043350405,0,0,我也很好奇，谁有答案，还愿意给这个妹子呢？,1372439121,肥菲不路痴,https://weibo.com/u/1372439121,左手啤酒右手烟，不羡鸳鸯不羡仙,江苏 扬州,f,231,1135,6761,"2,142","1,383",486,"4,011",
107,5047359258233037,1073154460,24年06月22日 10:34,你质疑你举证，不是张口一堆怀疑。真的假不了，假的真不了。已截屏。,来自安徽,5048013596659601,0,0,你质疑你举证，不是张口一堆怀疑。真的假不了，假的真不了。已截屏。,3208564542,我给你来一腿你他妈的,https://weibo.com/u/3208564542,爱国爱家爱自己,安徽 合肥,f,33,34,152,0,0,1,1,
108,5047359258233037,1073154460,24年06月22日 10:30,天天整的自己跟侦探一样，就不能承认人家优秀吗？,来自阿根廷,5048012504569011,0,0,天天整的自己跟侦探一样，就不能承认人家优秀吗？,6149097294,_JH19,https://weibo.com/u/6149097294,,其他,f,77,439,616,343,1,122,466,
109,5047359258233037,1073154460,24年06月22日 10:29,"央视都报道了，为啥那么多人质疑真实性？<img alt=""[疑问]"" title=""[疑问]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/b8/2018new_ningwen_org.png"" />",来自江苏,5048012243732862,0,0,央视都报道了，为啥那么多人质疑真实性？[疑问],5936487040,纯爱战神pp老师,https://weibo.com/u/5936487040,啊！网络真有意思,江苏 扬州,f,74,393,13,8,0,92,100,
110,5047359258233037,1073154460,24年06月22日 10:25,数学专业的表示我们称数学就不是现代,来自重庆,5048011330421251,0,0,数学专业的表示我们称数学就不是现代,6591867993,酒歌105,https://weibo.com/u/6591867993,,其他,f,4,163,3,0,0,3,3,
111,5047359258233037,1073154460,24年06月22日 10:25,线代和概率不是另外两本书嘛，什么博主,来自安徽,5048011266195757,0,0,线代和概率不是另外两本书嘛，什么博主,6391033330,yellow是黄色的,https://weibo.com/u/6391033330,,上海,m,35,367,13,1,0,1,2,
112,5047359258233037,1073154460,24年06月22日 10:24,不反对质疑，但希望不是不经过调查的质疑,来自北京,5048010957132590,0,0,不反对质疑，但希望不是不经过调查的质疑,1028415854,零上一度2003,https://weibo.com/u/1028415854,,西藏 拉萨,m,526,860,2747,183,156,43,382,
113,5047359258233037,1073154460,24年06月22日 10:20,你笨不代表都笨,来自河南,5048010008169019,0,0,你笨不代表都笨,3299084085,大白漂亮呀,https://weibo.com/u/3299084085,still alive,河南 焦作,f,246,818,2422,526,129,"2,337","2,992",
114,5047359258233037,1073154460,24年06月22日 10:20,"让子弹在飞一会吧，<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" /><img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" /><img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自上海,5048009941059269,0,0,让子弹在飞一会吧，[嘻嘻][嘻嘻][嘻嘻],1633224435,XAUT2009,https://weibo.com/u/1633224435,,陕西 西安,m,242,376,2288,146,46,38,230,
115,5047359258233037,1073154460,24年06月22日 10:11,神经病,来自重庆,5048007718604353,0,0,神经病,6442161679,芝麻糊530,https://weibo.com/u/6442161679,谈地说天。我跟著妳天旋地轉（´-`）.｡oO（,其他,f,40,4442,4106,33,22,186,241,
116,5047359258233037,1073154460,24年06月22日 10:06,就是炒作，别有用心。,来自广东,5048006436980903,0,0,就是炒作，别有用心。,2390707984,脑残粉和杠精都滚远点,https://weibo.com/u/2390707984,在喧嚣的城市中，品味着平静；在热闹的繁华中，追求着孤独。。。,广东 深圳,f,202,103,1362,"1,803",113,134,"2,050",
117,5047359258233037,1073154460,24年06月22日 09:56,？高数 线代 概率论是三门课,来自北京,5048003891299612,0,0,？高数 线代 概率论是三门课,5982229709,李长枫RichLee,https://weibo.com/u/5982229709,海淀知名神棍，小本生意，看事二十，八字三十，不准不要钱。叫什么不吃饭呀。,其他,m,552,209,3264,"3,519",300,"3,373","7,192",
118,5047359258233037,1073154460,24年06月22日 09:55,"承认别人优秀很难吗？<img alt=""[摊手]"" title=""[摊手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/62/2018new_tanshou_org.png"" />",来自江西,5048003642267675,0,0,承认别人优秀很难吗？[摊手],6041922698,不是富婆雨,https://weibo.com/u/6041922698,,海外 其他,f,17,73,267,166,0,321,487,
119,5047359258233037,1073154460,24年06月22日 09:46,"反正我会在面对误杀无辜者的可能时会暂时放下所谓的正义心<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自福建,5048001440253187,0,0,反正我会在面对误杀无辜者的可能时会暂时放下所谓的正义心[微笑],6581982328,lov_ie_r,https://weibo.com/u/6581982328,朴彩英,其他,m,82,657,297,104,3,225,332,
120,5047359258233037,1073154460,24年06月22日 09:45,大家喜欢逆袭爽文，造个神就拜了,来自上海,5048001250200637,0,0,大家喜欢逆袭爽文，造个神就拜了,6094539689,Keira-sunny,https://weibo.com/u/6094539689,,上海,f,53,115,2283,57,71,551,679,
121,5047359258233037,1073154460,24年06月22日 09:43,同学懂个屁？你懂？你能看得懂数学么？,来自陕西,5048000697864675,0,0,同学懂个屁？你懂？你能看得懂数学么？,5100235279,小松鼠快长大CC,https://weibo.com/u/5100235279,把爱的人放心里,陕西 西安,f,406,5060,4565,34,18,61,113,
122,5047359258233037,1073154460,24年06月22日 09:42,这也要蹭 承认别人优秀就这么难吗,来自山东,5048000489719674,0,0,这也要蹭 承认别人优秀就这么难吗,7830742103,宇大王vip,https://weibo.com/u/7830742103,不知全貌 不予置评,其他,m,6,166,220,135,6,155,296,
123,5047359258233037,1073154460,24年06月22日 09:40,"换个性别就一堆人夸天之骄子了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自浙江,5047999976179883,0,0,换个性别就一堆人夸天之骄子了[允悲],7558632562,只是温诺,https://weibo.com/u/7558632562,对不起混的太杂惹到你妹子你先别生气 铁血泰子娘除公公一体机 符2 吉赛尔是我妈，申留真也是我妈❤️ 二次元重度依赖,其他,f,12,161,29,7,0,63,70,
124,5047359258233037,1073154460,24年06月22日 09:39,若智,来自北京,5047999639588489,0,0,若智,7910417535,埃塞俄比亚小企鹅,https://weibo.com/u/7910417535,,其他,f,6,95,152,40,0,40,80,
125,5047359258233037,1073154460,24年06月22日 09:38,我大一学高数，大二学线代和概率，高数就是高数啊？,来自广东,5047999504059712,0,0,我大一学高数，大二学线代和概率，高数就是高数啊？,2118314974,池塘grass,https://weibo.com/u/2118314974,低调话痨，大段发言都在评论里（＾Ｏ＾）,广东 广州,f,174,156,2894,"2,837",364,359,"3,560",
